Year_Month,Card_type,Line,Trip
Apr-19,Concession,Newcastle Light Rail,181
Apr-19,Employee,Newcastle Light Rail,12
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,23
Apr-19,Senior/Pensioner,Newcastle Light Rail,883
Apr-19,School Student,Newcastle Light Rail,41
Apr-19,Free Travel,Newcastle Light Rail,11
Apr-19,Adult,Newcastle Light Rail,2224
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Apr-19,CTP,Newcastle Light Rail,264
Apr-19,Child/Youth,Newcastle Light Rail,129
Apr-19,Concession,Newcastle Light Rail,371
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,52
Apr-19,Senior/Pensioner,Newcastle Light Rail,942
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,24
Apr-19,Employee,Newcastle Light Rail,3
Apr-19,Concession,Newcastle Light Rail,104
Apr-19,Free Travel,Newcastle Light Rail,10
Apr-19,Child/Youth,Newcastle Light Rail,493
Apr-19,CTP,Newcastle Light Rail,157
Apr-19,Adult,Newcastle Light Rail,2092
Apr-19,Employee,Newcastle Light Rail,9
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,90
Apr-19,Senior/Pensioner,Newcastle Light Rail,1134
Apr-19,Free Travel,Newcastle Light Rail,13
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,65
Apr-19,Adult,Newcastle Light Rail,2375
Apr-19,CTP,Newcastle Light Rail,228
Apr-19,Child/Youth,Newcastle Light Rail,797
Apr-19,Concession,Newcastle Light Rail,164
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,38
Apr-19,Employee,Newcastle Light Rail,9
Apr-19,Senior/Pensioner,Newcastle Light Rail,890
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,44
Apr-19,Day Pass without SAF,Newcastle Light Rail,1
Apr-19,Concession,Newcastle Light Rail,168
Apr-19,Free Travel,Newcastle Light Rail,26
Apr-19,Child/Youth,Newcastle Light Rail,535
Apr-19,CTP,Newcastle Light Rail,144
Apr-19,Adult,Newcastle Light Rail,2049
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,91
Apr-19,Senior/Pensioner,Newcastle Light Rail,1075
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,52
Apr-19,Employee,Newcastle Light Rail,7
Apr-19,Concession,Newcastle Light Rail,153
Apr-19,Free Travel,Newcastle Light Rail,23
Apr-19,Child/Youth,Newcastle Light Rail,323
Apr-19,CTP,Newcastle Light Rail,327
Apr-19,Adult,Newcastle Light Rail,2162
Apr-19,Employee,Newcastle Light Rail,11
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,31
Apr-19,Senior/Pensioner,Newcastle Light Rail,886
Apr-19,School Student,Newcastle Light Rail,101
Apr-19,Free Travel,Newcastle Light Rail,21
Apr-19,Adult,Newcastle Light Rail,1953
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Apr-19,CTP,Newcastle Light Rail,169
Apr-19,Child/Youth,Newcastle Light Rail,206
Apr-19,Concession,Newcastle Light Rail,441
Apr-19,Employee,Newcastle Light Rail,15
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,23
Apr-19,Senior/Pensioner,Newcastle Light Rail,819
Apr-19,School Student,Newcastle Light Rail,63
Apr-19,Free Travel,Newcastle Light Rail,18
Apr-19,Adult,Newcastle Light Rail,1990
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Apr-19,CTP,Newcastle Light Rail,135
Apr-19,Child/Youth,Newcastle Light Rail,80
Apr-19,Concession,Newcastle Light Rail,368
Apr-19,Employee,Newcastle Light Rail,7
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,81
Apr-19,Senior/Pensioner,Newcastle Light Rail,596
Apr-19,Free Travel,Newcastle Light Rail,6
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,49
Apr-19,Adult,Newcastle Light Rail,1475
Apr-19,CTP,Newcastle Light Rail,269
Apr-19,Child/Youth,Newcastle Light Rail,329
Apr-19,Concession,Newcastle Light Rail,148
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,61
Apr-19,Employee,Newcastle Light Rail,13
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,74
Apr-19,Senior/Pensioner,Newcastle Light Rail,1208
Apr-19,Concession,Newcastle Light Rail,157
Apr-19,Free Travel,Newcastle Light Rail,15
Apr-19,Child/Youth,Newcastle Light Rail,751
Apr-19,CTP,Newcastle Light Rail,226
Apr-19,Adult,Newcastle Light Rail,2109
Apr-19,Employee,Newcastle Light Rail,9
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,52
Apr-19,Senior/Pensioner,Newcastle Light Rail,1005
Apr-19,Free Travel,Newcastle Light Rail,16
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,43
Apr-19,Adult,Newcastle Light Rail,1955
Apr-19,CTP,Newcastle Light Rail,134
Apr-19,Child/Youth,Newcastle Light Rail,622
Apr-19,Concession,Newcastle Light Rail,116
Apr-19,Employee,Newcastle Light Rail,10
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,24
Apr-19,Senior/Pensioner,Newcastle Light Rail,862
Apr-19,School Student,Newcastle Light Rail,83
Apr-19,Free Travel,Newcastle Light Rail,16
Apr-19,Adult,Newcastle Light Rail,2122
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Apr-19,CTP,Newcastle Light Rail,205
Apr-19,Child/Youth,Newcastle Light Rail,114
Apr-19,Concession,Newcastle Light Rail,433
Apr-19,Employee,Newcastle Light Rail,17
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,40
Apr-19,Senior/Pensioner,Newcastle Light Rail,1182
Apr-19,Free Travel,Newcastle Light Rail,18
Apr-19,Adult,Newcastle Light Rail,2205
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,41
Apr-19,CTP,Newcastle Light Rail,173
Apr-19,Child/Youth,Newcastle Light Rail,721
Apr-19,Concession,Newcastle Light Rail,161
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,87
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,26
Apr-19,Employee,Newcastle Light Rail,7
Apr-19,Senior/Pensioner,Newcastle Light Rail,901
Apr-19,Concession,Newcastle Light Rail,102
Apr-19,Free Travel,Newcastle Light Rail,3
Apr-19,Child/Youth,Newcastle Light Rail,493
Apr-19,CTP,Newcastle Light Rail,191
Apr-19,Adult,Newcastle Light Rail,2784
Apr-19,Day Pass without SAF,Newcastle Light Rail,1
Apr-19,Employee,Newcastle Light Rail,9
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Apr-19,Senior/Pensioner,Newcastle Light Rail,977
Apr-19,School Student,Newcastle Light Rail,58
Apr-19,Free Travel,Newcastle Light Rail,20
Apr-19,Adult,Newcastle Light Rail,1963
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Apr-19,CTP,Newcastle Light Rail,155
Apr-19,Child/Youth,Newcastle Light Rail,104
Apr-19,Concession,Newcastle Light Rail,397
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,77
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,56
Apr-19,Employee,Newcastle Light Rail,4
Apr-19,Senior/Pensioner,Newcastle Light Rail,693
Apr-19,Concession,Newcastle Light Rail,40
Apr-19,Free Travel,Newcastle Light Rail,8
Apr-19,Child/Youth,Newcastle Light Rail,328
Apr-19,CTP,Newcastle Light Rail,117
Apr-19,Adult,Newcastle Light Rail,1281
Apr-19,Day Pass without SAF,Newcastle Light Rail,1
Apr-19,Employee,Newcastle Light Rail,8
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,19
Apr-19,Senior/Pensioner,Newcastle Light Rail,757
Apr-19,School Student,Newcastle Light Rail,34
Apr-19,Free Travel,Newcastle Light Rail,18
Apr-19,Adult,Newcastle Light Rail,1930
Apr-19,CTP,Newcastle Light Rail,130
Apr-19,Child/Youth,Newcastle Light Rail,66
Apr-19,Concession,Newcastle Light Rail,464
Apr-19,Employee,Newcastle Light Rail,9
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,15
Apr-19,Senior/Pensioner,Newcastle Light Rail,896
Apr-19,School Student,Newcastle Light Rail,39
Apr-19,Free Travel,Newcastle Light Rail,17
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,18
Apr-19,Adult,Newcastle Light Rail,1821
Apr-19,CTP,Newcastle Light Rail,135
Apr-19,Child/Youth,Newcastle Light Rail,296
Apr-19,Concession,Newcastle Light Rail,357
Apr-19,Employee,Newcastle Light Rail,13
Apr-19,Sgl Trip LR Adult,Newcastle Light Rail,21
Apr-19,Senior/Pensioner,Newcastle Light Rail,886
Apr-19,School Student,Newcastle Light Rail,72
Apr-19,Free Travel,Newcastle Light Rail,20
Apr-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Apr-19,Adult,Newcastle Light Rail,1947
Apr-19,CTP,Newcastle Light Rail,165
Apr-19,Child/Youth,Newcastle Light Rail,59
Apr-19,Concession,Newcastle Light Rail,414
May-19,Employee,Newcastle Light Rail,5
May-19,Sgl Trip LR Adult,Newcastle Light Rail,23
May-19,Senior/Pensioner,Newcastle Light Rail,713
May-19,School Student,Newcastle Light Rail,74
May-19,Free Travel,Newcastle Light Rail,21
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
May-19,Adult,Newcastle Light Rail,1932
May-19,CTP,Newcastle Light Rail,198
May-19,Child/Youth,Newcastle Light Rail,48
May-19,Concession,Newcastle Light Rail,485
May-19,Employee,Newcastle Light Rail,15
May-19,Sgl Trip LR Adult,Newcastle Light Rail,36
May-19,Senior/Pensioner,Newcastle Light Rail,939
May-19,School Student,Newcastle Light Rail,67
May-19,Free Travel,Newcastle Light Rail,26
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,13
May-19,Adult,Newcastle Light Rail,2017
May-19,CTP,Newcastle Light Rail,190
May-19,Child/Youth,Newcastle Light Rail,63
May-19,Concession,Newcastle Light Rail,425
May-19,Employee,Newcastle Light Rail,2
May-19,Sgl Trip LR Adult,Newcastle Light Rail,51
May-19,Senior/Pensioner,Newcastle Light Rail,507
May-19,Free Travel,Newcastle Light Rail,5
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,30
May-19,Adult,Newcastle Light Rail,1265
May-19,CTP,Newcastle Light Rail,214
May-19,Child/Youth,Newcastle Light Rail,159
May-19,Concession,Newcastle Light Rail,99
May-19,Employee,Newcastle Light Rail,16
May-19,Sgl Trip LR Adult,Newcastle Light Rail,12
May-19,Senior/Pensioner,Newcastle Light Rail,825
May-19,School Student,Newcastle Light Rail,47
May-19,Free Travel,Newcastle Light Rail,14
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
May-19,Adult,Newcastle Light Rail,1809
May-19,CTP,Newcastle Light Rail,124
May-19,Child/Youth,Newcastle Light Rail,75
May-19,Concession,Newcastle Light Rail,370
May-19,Employee,Newcastle Light Rail,17
May-19,Sgl Trip LR Adult,Newcastle Light Rail,23
May-19,Senior/Pensioner,Newcastle Light Rail,820
May-19,School Student,Newcastle Light Rail,70
May-19,Free Travel,Newcastle Light Rail,25
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
May-19,Adult,Newcastle Light Rail,2033
May-19,CTP,Newcastle Light Rail,160
May-19,Child/Youth,Newcastle Light Rail,97
May-19,Concession,Newcastle Light Rail,392
May-19,Employee,Newcastle Light Rail,19
May-19,Sgl Trip LR Adult,Newcastle Light Rail,41
May-19,Senior/Pensioner,Newcastle Light Rail,931
May-19,School Student,Newcastle Light Rail,72
May-19,Free Travel,Newcastle Light Rail,13
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
May-19,Adult,Newcastle Light Rail,2291
May-19,CTP,Newcastle Light Rail,262
May-19,Child/Youth,Newcastle Light Rail,155
May-19,Concession,Newcastle Light Rail,356
May-19,Employee,Newcastle Light Rail,19
May-19,Sgl Trip LR Adult,Newcastle Light Rail,14
May-19,Senior/Pensioner,Newcastle Light Rail,739
May-19,School Student,Newcastle Light Rail,74
May-19,Free Travel,Newcastle Light Rail,16
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
May-19,Adult,Newcastle Light Rail,1881
May-19,CTP,Newcastle Light Rail,129
May-19,Child/Youth,Newcastle Light Rail,84
May-19,Concession,Newcastle Light Rail,384
May-19,Day Pass without SAF,Newcastle Light Rail,1
May-19,Employee,Newcastle Light Rail,15
May-19,Sgl Trip LR Adult,Newcastle Light Rail,16
May-19,Senior/Pensioner,Newcastle Light Rail,920
May-19,School Student,Newcastle Light Rail,71
May-19,Free Travel,Newcastle Light Rail,20
May-19,Adult,Newcastle Light Rail,1926
May-19,CTP,Newcastle Light Rail,198
May-19,Child/Youth,Newcastle Light Rail,76
May-19,Concession,Newcastle Light Rail,413
May-19,Employee,Newcastle Light Rail,3
May-19,Sgl Trip LR Adult,Newcastle Light Rail,35
May-19,Senior/Pensioner,Newcastle Light Rail,513
May-19,Free Travel,Newcastle Light Rail,2
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,21
May-19,Adult,Newcastle Light Rail,1090
May-19,CTP,Newcastle Light Rail,100
May-19,Child/Youth,Newcastle Light Rail,299
May-19,Concession,Newcastle Light Rail,52
May-19,Employee,Newcastle Light Rail,12
May-19,Sgl Trip LR Adult,Newcastle Light Rail,23
May-19,Senior/Pensioner,Newcastle Light Rail,918
May-19,School Student,Newcastle Light Rail,60
May-19,Free Travel,Newcastle Light Rail,15
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
May-19,Adult,Newcastle Light Rail,2202
May-19,CTP,Newcastle Light Rail,204
May-19,Child/Youth,Newcastle Light Rail,91
May-19,Concession,Newcastle Light Rail,328
May-19,Employee,Newcastle Light Rail,9
May-19,Sgl Trip LR Adult,Newcastle Light Rail,10
May-19,Senior/Pensioner,Newcastle Light Rail,898
May-19,School Student,Newcastle Light Rail,77
May-19,Free Travel,Newcastle Light Rail,14
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
May-19,Adult,Newcastle Light Rail,2020
May-19,CTP,Newcastle Light Rail,185
May-19,Child/Youth,Newcastle Light Rail,90
May-19,Concession,Newcastle Light Rail,368
May-19,Day Pass without SAF,Newcastle Light Rail,2
May-19,Employee,Newcastle Light Rail,11
May-19,Sgl Trip LR Adult,Newcastle Light Rail,14
May-19,Senior/Pensioner,Newcastle Light Rail,716
May-19,School Student,Newcastle Light Rail,78
May-19,Free Travel,Newcastle Light Rail,13
May-19,Adult,Newcastle Light Rail,1718
May-19,CTP,Newcastle Light Rail,148
May-19,Child/Youth,Newcastle Light Rail,98
May-19,Concession,Newcastle Light Rail,361
May-19,Employee,Newcastle Light Rail,5
May-19,Sgl Trip LR Adult,Newcastle Light Rail,52
May-19,Senior/Pensioner,Newcastle Light Rail,657
May-19,Free Travel,Newcastle Light Rail,4
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,45
May-19,Adult,Newcastle Light Rail,1505
May-19,CTP,Newcastle Light Rail,134
May-19,Child/Youth,Newcastle Light Rail,378
May-19,Concession,Newcastle Light Rail,93
May-19,Day Pass without SAF,Newcastle Light Rail,1
May-19,Employee,Newcastle Light Rail,15
May-19,Sgl Trip LR Adult,Newcastle Light Rail,33
May-19,Senior/Pensioner,Newcastle Light Rail,892
May-19,School Student,Newcastle Light Rail,62
May-19,Free Travel,Newcastle Light Rail,21
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
May-19,Adult,Newcastle Light Rail,1954
May-19,CTP,Newcastle Light Rail,153
May-19,Child/Youth,Newcastle Light Rail,73
May-19,Concession,Newcastle Light Rail,418
May-19,Employee,Newcastle Light Rail,8
May-19,Sgl Trip LR Adult,Newcastle Light Rail,12
May-19,Senior/Pensioner,Newcastle Light Rail,740
May-19,School Student,Newcastle Light Rail,72
May-19,Free Travel,Newcastle Light Rail,22
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
May-19,Employee,Newcastle Light Rail,4
May-19,Sgl Trip LR Adult,Newcastle Light Rail,44
May-19,Adult,Newcastle Light Rail,1943
May-19,Senior/Pensioner,Newcastle Light Rail,575
May-19,Free Travel,Newcastle Light Rail,12
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,46
May-19,Adult,Newcastle Light Rail,1397
May-19,Employee,Newcastle Light Rail,10
May-19,Sgl Trip LR Adult,Newcastle Light Rail,10
May-19,CTP,Newcastle Light Rail,225
May-19,CTP,Newcastle Light Rail,220
May-19,Child/Youth,Newcastle Light Rail,99
May-19,Child/Youth,Newcastle Light Rail,345
May-19,Concession,Newcastle Light Rail,115
May-19,Employee,Newcastle Light Rail,4
May-19,Sgl Trip LR Adult,Newcastle Light Rail,37
May-19,Concession,Newcastle Light Rail,375
May-19,Senior/Pensioner,Newcastle Light Rail,777
May-19,School Student,Newcastle Light Rail,65
May-19,Free Travel,Newcastle Light Rail,22
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
May-19,Senior/Pensioner,Newcastle Light Rail,579
May-19,Free Travel,Newcastle Light Rail,16
May-19,Adult,Newcastle Light Rail,1877
May-19,CTP,Newcastle Light Rail,179
May-19,Child/Youth,Newcastle Light Rail,57
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,33
May-19,Concession,Newcastle Light Rail,449
May-19,Adult,Newcastle Light Rail,1277
May-19,CTP,Newcastle Light Rail,178
May-19,Child/Youth,Newcastle Light Rail,204
May-19,Concession,Newcastle Light Rail,76
May-19,Employee,Newcastle Light Rail,17
May-19,Sgl Trip LR Adult,Newcastle Light Rail,20
May-19,Senior/Pensioner,Newcastle Light Rail,989
May-19,School Student,Newcastle Light Rail,78
May-19,Free Travel,Newcastle Light Rail,16
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
May-19,Adult,Newcastle Light Rail,2101
May-19,CTP,Newcastle Light Rail,179
May-19,Child/Youth,Newcastle Light Rail,440
May-19,Concession,Newcastle Light Rail,441
May-19,Employee,Newcastle Light Rail,12
May-19,Sgl Trip LR Adult,Newcastle Light Rail,24
May-19,Senior/Pensioner,Newcastle Light Rail,874
May-19,School Student,Newcastle Light Rail,87
May-19,Free Travel,Newcastle Light Rail,13
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
May-19,Adult,Newcastle Light Rail,2012
May-19,CTP,Newcastle Light Rail,162
May-19,Child/Youth,Newcastle Light Rail,111
May-19,Concession,Newcastle Light Rail,363
May-19,Employee,Newcastle Light Rail,12
May-19,Sgl Trip LR Adult,Newcastle Light Rail,18
May-19,Senior/Pensioner,Newcastle Light Rail,1024
May-19,School Student,Newcastle Light Rail,65
May-19,Free Travel,Newcastle Light Rail,17
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
May-19,Adult,Newcastle Light Rail,2206
May-19,CTP,Newcastle Light Rail,231
May-19,Child/Youth,Newcastle Light Rail,108
May-19,Concession,Newcastle Light Rail,366
May-19,Employee,Newcastle Light Rail,13
May-19,Sgl Trip LR Adult,Newcastle Light Rail,14
May-19,Senior/Pensioner,Newcastle Light Rail,911
May-19,School Student,Newcastle Light Rail,65
May-19,Free Travel,Newcastle Light Rail,16
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
May-19,Adult,Newcastle Light Rail,1994
May-19,CTP,Newcastle Light Rail,196
May-19,Child/Youth,Newcastle Light Rail,88
May-19,Concession,Newcastle Light Rail,389
May-19,Employee,Newcastle Light Rail,3
May-19,Sgl Trip LR Adult,Newcastle Light Rail,34
May-19,Senior/Pensioner,Newcastle Light Rail,626
May-19,Free Travel,Newcastle Light Rail,8
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,22
May-19,Adult,Newcastle Light Rail,1328
May-19,CTP,Newcastle Light Rail,115
May-19,Child/Youth,Newcastle Light Rail,302
May-19,Concession,Newcastle Light Rail,103
May-19,Employee,Newcastle Light Rail,7
May-19,Sgl Trip LR Adult,Newcastle Light Rail,40
May-19,Senior/Pensioner,Newcastle Light Rail,478
May-19,Free Travel,Newcastle Light Rail,13
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,20
May-19,Adult,Newcastle Light Rail,1293
May-19,CTP,Newcastle Light Rail,193
May-19,Child/Youth,Newcastle Light Rail,167
May-19,Concession,Newcastle Light Rail,123
May-19,Employee,Newcastle Light Rail,14
May-19,Sgl Trip LR Adult,Newcastle Light Rail,9
May-19,Senior/Pensioner,Newcastle Light Rail,707
May-19,School Student,Newcastle Light Rail,66
May-19,Free Travel,Newcastle Light Rail,16
May-19,Adult,Newcastle Light Rail,1736
May-19,CTP,Newcastle Light Rail,136
May-19,Child/Youth,Newcastle Light Rail,82
May-19,Concession,Newcastle Light Rail,395
May-19,Employee,Newcastle Light Rail,12
May-19,Sgl Trip LR Adult,Newcastle Light Rail,17
May-19,Senior/Pensioner,Newcastle Light Rail,984
May-19,School Student,Newcastle Light Rail,45
May-19,Free Travel,Newcastle Light Rail,28
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
May-19,Adult,Newcastle Light Rail,1948
May-19,CTP,Newcastle Light Rail,140
May-19,Child/Youth,Newcastle Light Rail,94
May-19,Concession,Newcastle Light Rail,428
May-19,Employee,Newcastle Light Rail,22
May-19,Sgl Trip LR Adult,Newcastle Light Rail,13
May-19,Senior/Pensioner,Newcastle Light Rail,980
May-19,School Student,Newcastle Light Rail,67
May-19,Free Travel,Newcastle Light Rail,26
May-19,Adult,Newcastle Light Rail,1982
May-19,CTP,Newcastle Light Rail,152
May-19,Child/Youth,Newcastle Light Rail,94
May-19,Concession,Newcastle Light Rail,385
May-19,Employee,Newcastle Light Rail,1
May-19,Sgl Trip LR Adult,Newcastle Light Rail,30
May-19,Senior/Pensioner,Newcastle Light Rail,598
May-19,Free Travel,Newcastle Light Rail,6
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,27
May-19,Adult,Newcastle Light Rail,1236
May-19,CTP,Newcastle Light Rail,156
May-19,Child/Youth,Newcastle Light Rail,229
May-19,Concession,Newcastle Light Rail,111
May-19,Employee,Newcastle Light Rail,6
May-19,Sgl Trip LR Adult,Newcastle Light Rail,37
May-19,Senior/Pensioner,Newcastle Light Rail,894
May-19,School Student,Newcastle Light Rail,75
May-19,Free Travel,Newcastle Light Rail,16
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
May-19,Adult,Newcastle Light Rail,1960
May-19,CTP,Newcastle Light Rail,183
May-19,Child/Youth,Newcastle Light Rail,103
May-19,Concession,Newcastle Light Rail,415
May-19,Employee,Newcastle Light Rail,5
May-19,Sgl Trip LR Adult,Newcastle Light Rail,19
May-19,Senior/Pensioner,Newcastle Light Rail,846
May-19,School Student,Newcastle Light Rail,63
May-19,Free Travel,Newcastle Light Rail,26
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
May-19,Adult,Newcastle Light Rail,2128
May-19,CTP,Newcastle Light Rail,265
May-19,Child/Youth,Newcastle Light Rail,105
May-19,Concession,Newcastle Light Rail,337
May-19,Employee,Newcastle Light Rail,16
May-19,Sgl Trip LR Adult,Newcastle Light Rail,26
May-19,Senior/Pensioner,Newcastle Light Rail,827
May-19,School Student,Newcastle Light Rail,80
May-19,Free Travel,Newcastle Light Rail,13
May-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
May-19,Adult,Newcastle Light Rail,1994
May-19,CTP,Newcastle Light Rail,191
May-19,Child/Youth,Newcastle Light Rail,112
May-19,Concession,Newcastle Light Rail,328
Jun-19,Sgl Trip LR Adult,Newcastle Light Rail,27
Jun-19,Employee,Newcastle Light Rail,14
Jun-19,Senior/Pensioner,Newcastle Light Rail,631
Jun-19,School Student,Newcastle Light Rail,61
Jun-19,Free Travel,Newcastle Light Rail,13
Jun-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Jun-19,Adult,Newcastle Light Rail,1887
Jun-19,CTP,Newcastle Light Rail,173
Jun-19,Child/Youth,Newcastle Light Rail,82
Jun-19,Concession,Newcastle Light Rail,336
Jun-19,Sgl Trip LR Adult,Newcastle Light Rail,38
Jun-19,Employee,Newcastle Light Rail,24
Jun-19,Senior/Pensioner,Newcastle Light Rail,1009
Jun-19,School Student,Newcastle Light Rail,87
Jun-19,Free Travel,Newcastle Light Rail,19
