poi_id,lat,lon,category,category_group,attraction_weight,name,brand,opening_hours,levels,in_cbd,year,weight_source
n4305713422,-32.902258,151.280336,amenity:post_office,amenity,0.4,Australia Post,Australia Post,,,0,2026,assumed
n732190832,-32.8526052,151.28316,tourism:viewpoint,tourism,1.1,Bimbadeen Lookout,,,,0,2026,assumed
n732179995,-32.8387178,151.2813233,tourism:viewpoint,tourism,1.1,Mt Bright Lookout,,,,0,2026,assumed
n9867385634,-32.8487602,151.2937985,food:restaurant,food,1.2,Bistro Molines,,Th-Mo 12:00-15:00; Sa 19:00-21:00,,0,2026,assumed
n1758171834,-32.8233769,151.2616321,tourism:guest_house,tourism,1.1,Amelies,,,,0,2026,assumed
n4370658967,-32.821437,151.2689169,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n13746797944,-32.82028,151.2682909,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n12787314601,-32.8081489,151.2810683,tourism:artwork,tourism,1.1,Silver Pegasus,,,,0,2026,assumed
n3369540930,-32.818163,151.2857113,retail:wine,retail,1.0,Mount Pleasant,,Th-Mo 10:00-17:00,,0,2026,assumed
n9760713516,-32.8087149,151.3054035,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n9760713650,-32.8089969,151.3049595,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n9760713669,-32.8086335,151.3043024,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n9760713674,-32.8091764,151.3054472,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n9760717963,-32.808017,151.3065281,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n9760717992,-32.8087319,151.3051399,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n9760717993,-32.8087006,151.3056755,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n9760717998,-32.8080805,151.3058777,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n7678532730,-32.8599719,151.3196433,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n417285157,-32.8787356,151.3655466,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n444668326,-32.8785194,151.3656056,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4354728861,-32.8793309,151.3653467,tourism:museum,tourism,1.1,Poppethead,,,,0,2026,assumed
n8931722118,-32.8787518,151.3659207,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n11282651080,-32.8783116,151.3679696,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n5903121358,-32.8760597,151.36592,food:pub,food,1.2,Khartoum Hotel,,,,0,2026,assumed
n8242420889,-32.8815318,151.3950096,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n12698457189,-32.8549786,151.3239953,food:pub,food,1.2,Bellbird Hotel,,,,0,2026,assumed
n12698526794,-32.8549277,151.3239121,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n827616460,-32.8394634,151.3344991,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n10792685105,-32.8436681,151.3394272,tourism:motel,tourism,1.1,,,,,0,2026,assumed
n4305713419,-32.839192,151.342376,amenity:post_office,amenity,0.4,Cessnock West Post Office,Australia Post,,,0,2026,assumed
n6575703600,-32.8399609,151.3448184,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n10720800885,-32.838613,151.3433911,health:doctor,health,1.0,West Cessnock Medical Practice,,,,0,2026,assumed
n6575657747,-32.8302748,151.345917,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n6575657748,-32.8305358,151.3453333,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n10806847710,-32.8383356,151.351178,amenity:fire_station,amenity,0.4,Central Cessnock Rural Fire Brigade,,,,0,2026,assumed
n13619359552,-32.8375524,151.3524413,civic:library,civic,1.5,,,,,0,2026,assumed
n5619071694,-32.8395649,151.3557052,civic:theatre,civic,1.5,Cessnock Performing Arts Centre,,,,0,2026,assumed
n1097546586,-32.8321558,151.3550703,food:fast_food,food,1.2,KFC,KFC,,,0,2026,assumed
n1097546743,-32.8324408,151.3544432,amenity:fuel,amenity,0.4,EG Ampol,Ampol,,,0,2026,assumed
n2393649287,-32.8360952,151.3543493,retail:supermarket,retail,1.0,Coles,Coles,Mo-Sa 06:00-22:00; Su 07:00-21:00,,0,2026,assumed
n2393649667,-32.8341203,151.3547031,retail:supermarket,retail,1.0,Woolworths,Woolworths,Mo-Sa 07:00-22:00; Su 07:00-21:00,,0,2026,assumed
n4305713418,-32.8331429,151.3549562,amenity:post_office,amenity,0.4,Cessnock Post Office,Australia Post,,,0,2026,assumed
n6312388364,-32.833012,151.3544624,food:fast_food,food,1.2,,,,,0,2026,assumed
n6312388688,-32.8330007,151.3548406,retail:supermarket,retail,1.0,Ritchies,Ritchies,,,0,2026,assumed
n6312400246,-32.8330346,151.3551383,retail:alcohol,retail,1.0,Ritchies Supa IGA plus Liquour,,,,0,2026,assumed
n8089803068,-32.8333847,151.3551413,amenity:trolley_bay,amenity,0.4,,,,,0,2026,assumed
n8089803070,-32.8355209,151.3546472,amenity:trolley_bay,amenity,0.4,,,,,0,2026,assumed
n9682770485,-32.832867,151.353456,amenity:fuel,amenity,0.4,7-Eleven,7-Eleven,,,0,2026,assumed
n10682504748,-32.8336798,151.352738,retail:laundry,retail,1.0,Cessnock Laundromat,,Mo-Fr 07:30-17:00; Sa 08:00-12:00,,0,2026,assumed
n10720800846,-32.8327773,151.3537111,retail:convenience,retail,1.0,7-Eleven,7-Eleven,,,0,2026,assumed
n11782698782,-32.8355392,151.3543778,amenity:bank,amenity,0.4,Westpac,Westpac,,,0,2026,assumed
n11826947461,-32.8350129,151.3525148,retail:department_store,retail,1.0,Big W,Big W,,,0,2026,assumed
n830992591,-32.8320294,151.3578116,amenity:police,amenity,0.4,Cessnock Police Station,,,,0,2026,assumed
n1097393313,-32.8326052,151.3566178,food:restaurant,food,1.2,,,,,0,2026,assumed
n1097393314,-32.8325365,151.3566331,food:fast_food,food,1.2,,,,,0,2026,assumed
n1097393317,-32.8337521,151.3564033,food:cafe,food,1.2,,,,,0,2026,assumed
n1097393320,-32.8338895,151.3563867,civic:library,civic,1.5,Cessnock City Library,,"Mo,Fr 09:00-17:30; Tu-Th 09:00-19:00; Sa 09:00-13:00",,0,2026,assumed
n1097393323,-32.8338863,151.3566331,food:restaurant,food,1.2,,,,,0,2026,assumed
n1097393326,-32.8342006,151.3563215,amenity:bank,amenity,0.4,NAB,NAB,Mo-Th 09:30-16:00; Fr 09:30-17:00,,0,2026,assumed
n1097393340,-32.8348165,151.3562053,amenity:bank,amenity,0.4,St.George,St.George,Mo-Th 09:30-16:00; Fr 09:30-17:00,,0,2026,assumed
n1097546748,-32.8317796,151.3566851,tourism:hotel,tourism,1.1,Cessnock Hotel,,,,0,2026,assumed
n1097546749,-32.8316348,151.3572538,retail:car,retail,1.0,Cessnock City,,,,0,2026,assumed
n6313169024,-32.8326705,151.3584364,civic:place_of_worship,civic,1.5,St. Joseph's Cessnock,,,,0,2026,assumed
n8089803069,-32.8332601,151.3554726,amenity:trolley_bay,amenity,0.4,,,,,0,2026,assumed
n10297564793,-32.8359433,151.3563878,food:cafe,food,1.2,Grinders Espresso Bar,,,,0,2026,assumed
n10720800763,-32.8318786,151.3555384,leisure:park,leisure,0.9,Shakespeare Park,,,,0,2026,assumed
n10720800998,-32.8223714,151.3276209,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n6575657746,-32.8302454,151.3454885,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n417289743,-32.8283512,151.3552881,tourism:motel,tourism,1.1,,,,,0,2026,assumed
n6541389414,-32.8244342,151.3524705,amenity:fuel,amenity,0.4,PKs Fuel,,,,0,2026,assumed
n6548674833,-32.8245823,151.3523437,retail:yes,retail,1.0,PKs Old General Store,,,,0,2026,assumed
n821349524,-32.8302402,151.3560785,food:fast_food,food,1.2,McDonald's,McDonald's,,,0,2026,assumed
n859516413,-32.8294914,151.3557344,food:fast_food,food,1.2,Oporto,Oporto,,,0,2026,assumed
n6541386063,-32.8296881,151.3556656,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n6548780427,-32.8295066,151.3555112,food:fast_food,food,1.2,Zambrero,Zambrero,,,0,2026,assumed
n6548789145,-32.8294825,151.3556044,food:cafe,food,1.2,Exquisite Patisserie,,,,0,2026,assumed
n9520956554,-32.8158057,151.3491054,amenity:drinking_water,amenity,0.4,,,,,0,2026,assumed
n10605372819,-32.8153942,151.3500082,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n4374907527,-32.8066274,151.3499422,leisure:resort,leisure,0.9,The Mighty Hunter Valley,,,,0,2026,assumed
n8092449695,-32.8069057,151.349814,food:pub,food,1.2,Foghorn Brewery,,,,0,2026,assumed
n822267670,-32.8418337,151.3656924,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4350422825,-32.8418344,151.3656833,tourism:information,tourism,1.1,Cessnock Visitors Centre,,,,0,2026,assumed
n6541383230,-32.8413267,151.367733,amenity:fuel,amenity,0.4,Shell,Shell,,,0,2026,assumed
n6548784638,-32.8318324,151.3623185,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n11109362448,-32.8399737,151.4131049,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n11109362449,-32.8401582,151.4135182,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n11109362450,-32.8399257,151.4138124,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n11109362464,-32.8404785,151.4123441,leisure:miniature_golf,leisure,0.9,,,,,0,2026,assumed
n10196648819,-32.7600278,151.2535081,food:cafe,food,1.2,Hunter Belle Cheese Room,,,,0,2026,assumed
n12913804748,-32.7589178,151.2524778,food:cafe,food,1.2,Elliots at Oakvale,,,,0,2026,assumed
n6187386685,-32.7575117,151.2560242,retail:wine,retail,1.0,Glandore Estate Wines,,Mo-Su 09:00-17:00,,0,2026,assumed
n6187386586,-32.7920328,151.2745014,retail:wine,retail,1.0,Audrey Wilkinson Winery,,Mo-Su 10:00-17:00,,0,2026,assumed
n6211847687,-32.7945045,151.2830838,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n6211850996,-32.7942966,151.2830614,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n6211850997,-32.7942601,151.282853,amenity:toilets,amenity,0.4,,,24/7,,0,2026,assumed
n6211958185,-32.7946305,151.2828838,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n828162629,-32.7912605,151.284013,tourism:attraction,tourism,1.1,Tulloch Wines,,,,0,2026,assumed
n5529751740,-32.7953501,151.2833583,food:restaurant,food,1.2,,,,,0,2026,assumed
n6328044252,-32.7924829,151.2975047,tourism:guest_house,tourism,1.1,Thalgara Winery,,,,0,2026,assumed
n4374907064,-32.7860954,151.2890358,leisure:resort,leisure,0.9,Cypress Lakes Resort,,,,0,2026,assumed
n6326320625,-32.7830514,151.2999132,retail:wine,retail,1.0,Tamburlaine Organic Wines,,Mo-Su 09:00-17:00,,0,2026,assumed
n832067268,-32.7729128,151.2729189,retail:wine,retail,1.0,Tyrrell's Wines,,,,0,2026,assumed
n4954068022,-32.7720407,151.2831604,food:cafe,food,1.2,Enzo,,Su 08:00-16:00; Mo-Th 09:00-16:00; Fr 09:00-17:00; Sa 08:30-17:00,,0,2026,assumed
n6312226122,-32.7714247,151.2832649,retail:clothes,retail,1.0,The Alpaca Barn,,,,0,2026,assumed
n6312226166,-32.7718239,151.2831791,retail:wine,retail,1.0,David Hook Wines,,,,0,2026,assumed
n6312279172,-32.7754511,151.2827949,tourism:hotel,tourism,1.1,Spicers Guesthouse,,,,0,2026,assumed
n6322251911,-32.763246,151.2619489,retail:wine,retail,1.0,Leogate Estate Wines,,Mo-Su 10:00-17:00,,0,2026,assumed
n6322266029,-32.7632724,151.261755,food:restaurant,food,1.2,Villa du Pays Restaurant,,Mo-Su 11:30-15:30; Fr-Sa 18:00-21:00,,0,2026,assumed
n6322109136,-32.7719847,151.2892347,retail:alcohol,retail,1.0,Harrigan's,,,,0,2026,assumed
n6322109155,-32.7719983,151.2888458,food:cafe,food,1.2,Harrigan's Irish Pub,,,,0,2026,assumed
n6322199003,-32.7722373,151.2889477,tourism:hotel,tourism,1.1,Harrigan's Irish Pub,,,,0,2026,assumed
n4336511656,-32.773974,151.2926394,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4741342664,-32.7745569,151.2934317,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4741342665,-32.7745868,151.2935028,retail:gift,retail,1.0,,,,,0,2026,assumed
n4741342666,-32.7740715,151.2936432,food:cafe,food,1.2,,,,,0,2026,assumed
n4741342667,-32.7724124,151.2960223,amenity:fountain,amenity,0.4,,,,,0,2026,assumed
n4741347342,-32.7758488,151.292137,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n7375482623,-32.7742468,151.2946203,amenity:charging_station,amenity,0.4,,,,,0,2026,assumed
n9415214343,-32.7739048,151.2920927,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n9415214344,-32.7745935,151.291589,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n417289747,-32.7736034,151.2974131,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n828148884,-32.7757224,151.3001905,retail:wine,retail,1.0,Brokenwood Wines,,,,0,2026,assumed
n3369542232,-32.7737526,151.2999733,retail:wine,retail,1.0,McGuigan Wines,,,,0,2026,assumed
n2419234110,-32.7749683,151.3033135,food:restaurant,food,1.2,Oishii Japanese & Thai Restaurant,,,,0,2026,assumed
n2419234116,-32.774851,151.3032383,retail:deli,retail,1.0,Hunter Valley Smelly Cheese Shop,,,,0,2026,assumed
n2419234119,-32.7751827,151.303593,retail:wine,retail,1.0,Tempus Two,,,,0,2026,assumed
n6312205391,-32.7752908,151.3041239,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n6312205398,-32.7750969,151.3034345,food:restaurant,food,1.2,Goldfish Bar & Kitchen,,,,0,2026,assumed
n6312205436,-32.7752436,151.3037564,office:company,office,0.8,The Barrel Room,,,,0,2026,assumed
n6312205464,-32.7752819,151.3039307,retail:wine,retail,1.0,Meerea Park Wines,,,,0,2026,assumed
n4954061321,-32.7637403,151.2913687,retail:wine,retail,1.0,Scarborough Wine,,Mo-Su 09:00-17:00,,0,2026,assumed
n6541384202,-32.7640288,151.2907954,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n3612152375,-32.7582269,151.3009496,tourism:guest_house,tourism,1.1,Villa Provence,,,,0,2026,assumed
n4374907567,-32.7294503,151.2559532,leisure:resort,leisure,0.9,Tuscany Estate And Resort,,,,0,2026,assumed
n10307900451,-32.7105387,151.2562753,tourism:chalet,tourism,1.1,Casuarina Estate,,,,0,2026,assumed
n6322304490,-32.7343521,151.2624986,food:restaurant,food,1.2,Muse Kitchen,,,,0,2026,assumed
n6322304627,-32.7345438,151.2624557,retail:wine,retail,1.0,Keith Tulloch Wine,,Mo-Su 10:00-17:00,,0,2026,assumed
n10794185005,-32.7345269,151.2623804,food:cafe,food,1.2,,,,,0,2026,assumed
n3509949825,-32.7277191,151.260773,tourism:motel,tourism,1.1,Hunter Valley Resort,,,,0,2026,assumed
n4374907088,-32.7279444,151.2591243,leisure:resort,leisure,0.9,Hunter Resort,,,,0,2026,assumed
n9898917989,-32.7273587,151.2603058,food:pub,food,1.2,4 Pines at the Farm,,Mo-Th 07:30-21:00; Fr-Sa 07:30-22:00; Su 07:30-21:00,,0,2026,assumed
n11048894233,-32.7324813,151.3075052,tourism:attraction,tourism,1.1,Hart & Hunter,,Mo-Su 10:00-16:00,,0,2026,assumed
n417289761,-32.7165186,151.2571404,retail:wine,retail,1.0,Mistletoe Winery,,,,0,2026,assumed
n11048913270,-32.7133108,151.2584586,retail:yes,retail,1.0,Tintilla Estate Wines,,Mo-Su 10:30-18:00,,0,2026,assumed
n6322088315,-32.7102662,151.2582847,retail:wine,retail,1.0,Piggs Peake Winery,,Mo-Su 10:00-17:00,,0,2026,assumed
n6322088865,-32.7103384,151.2580594,food:restaurant,food,1.2,Yellow Billy Restaurant,,,,0,2026,assumed
n10307900434,-32.7065466,151.2618035,tourism:chalet,tourism,1.1,Wild Woods,,,,0,2026,assumed
n10307900450,-32.7090175,151.2601431,food:restaurant,food,1.2,Two Fat Blokes Gourmet Tours & Kitchen,,,,0,2026,assumed
n10307900333,-32.7045881,151.2579597,tourism:chalet,tourism,1.1,Vico Monti,,,,0,2026,assumed
n10307900433,-32.7051202,151.2619859,leisure:resort,leisure,0.9,Nu Leaf Retreat,,,,0,2026,assumed
n4827956221,-32.7857325,151.3143991,tourism:hotel,tourism,1.1,The Carriages boutique hotel and vineyard,,Mo-Su 08:00-20:00,,0,2026,assumed
n6187386585,-32.7899131,151.3170543,food:cafe,food,1.2,Popup Harkham Wines,,,,0,2026,assumed
n6328079655,-32.7899737,151.3169102,retail:wine,retail,1.0,Harkham wines,,Fr 12:00-17:00;Sa 10:00-17:00;Su 10:00-16:00,,0,2026,assumed
n6328079656,-32.7892137,151.3185812,tourism:guest_house,tourism,1.1,Windarra Lodge,,,,0,2026,assumed
n6541387905,-32.7989153,151.3493942,amenity:fuel,amenity,0.4,BP,BP,,,0,2026,assumed
n7010815755,-32.7849546,151.336792,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n7012510554,-32.7864627,151.3382235,tourism:museum,tourism,1.1,Wirraway Aviation Museum,,,,0,2026,assumed
n7012510555,-32.7864171,151.3382314,amenity:flight_school,amenity,0.4,Phil Unicomb Aviation,,,,0,2026,assumed
n417289744,-32.7817231,151.3442848,tourism:information,tourism,1.1,,,,,0,2026,assumed
n417289745,-32.7815616,151.3445239,food:cafe,food,1.2,PK's on Pokolbin,,,,0,2026,assumed
n1274030860,-32.7814207,151.348681,tourism:hotel,tourism,1.1,Crowne Plaza Hunter Valley,Crowne Plaza,,,0,2026,assumed
n1274030861,-32.7820433,151.3487024,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n6017180385,-32.781004,151.348353,food:bar,food,1.2,Lovedale Brewery,,,,0,2026,assumed
n6326537873,-32.7814792,151.3427376,tourism:attraction,tourism,1.1,Helicopter rides,,,,0,2026,assumed
n7780473834,-32.781455,151.342717,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n7780473835,-32.7814,151.342726,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n7780473836,-32.7813045,151.3427404,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n7780473837,-32.7813459,151.3427337,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n7780473838,-32.781455,151.3426499,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n7780473839,-32.7813745,151.3426734,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n7780490835,-32.7813932,151.3426473,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n7780490836,-32.7816513,151.3430658,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6326334841,-32.773886,151.3102124,retail:mall,retail,1.0,Polkolbin Village,,,,0,2026,assumed
n6326395653,-32.7743556,151.3128428,food:restaurant,food,1.2,Blaxland Inn,,"12:00-15:00,17:00-21:00",,0,2026,assumed
n6326446626,-32.7738752,151.3100504,retail:gift,retail,1.0,Pokolbin Chocolate & Jam Company,,,,0,2026,assumed
n6326446629,-32.773927,151.3106834,food:cafe,food,1.2,Fawk Foods,,Mo-Su 07:00-15:00,,0,2026,assumed
n6326446631,-32.7738889,151.3102947,retail:convenience,retail,1.0,Pokolbin General Store,,,,0,2026,assumed
n13694302014,-32.7735481,151.3104542,amenity:charging_station,amenity,0.4,Tesla Supercharger,Tesla Supercharger,,,0,2026,assumed
n6326395610,-32.7680769,151.3123198,retail:wine,retail,1.0,Hope Estate,,,,0,2026,assumed
n11721760369,-32.7760058,151.3268551,food:restaurant,food,1.2,Cider House,,,,0,2026,assumed
n11048882722,-32.7773892,151.3325275,tourism:attraction,tourism,1.1,Lake's Folly,,,,0,2026,assumed
n6312345309,-32.7630218,151.3109318,food:restaurant,food,1.2,Il Cacciatore Restaurant,,,,0,2026,assumed
n6322224523,-32.7626054,151.3107866,tourism:hotel,tourism,1.1,Hermitage Lodge,,,,0,2026,assumed
n6324585232,-32.7583172,151.3101046,tourism:hotel,tourism,1.1,Casa La Viña,,,,0,2026,assumed
n6324585245,-32.7621346,151.3137817,retail:wine,retail,1.0,First Creek,,Mo-We 10:00-18:00;Th-Sa 10:00-19:00;Su 10:00-17:00,,0,2026,assumed
n11025834280,-32.7529306,151.3132351,tourism:artwork,tourism,1.1,,,,,0,2026,assumed
n4813327822,-32.7548177,151.3194988,retail:wine,retail,1.0,Waverley Estate,,,,0,2026,assumed
n6312185290,-32.7540743,151.3233767,retail:wine,retail,1.0,Gemelli Estate,,,,0,2026,assumed
n13709994195,-32.7569658,151.3251686,retail:wine,retail,1.0,Calais Estate Cellar Door,,,,0,2026,assumed
n831974443,-32.7777316,151.3360333,retail:wine,retail,1.0,Hungerford Hill Wines,,,,0,2026,assumed
n5502722353,-32.7776472,151.3360865,food:restaurant,food,1.2,Muse Restaurant,,,,0,2026,assumed
n7213028153,-32.7756849,151.3383058,food:restaurant,food,1.2,Restaurant Cuvee,,,,0,2026,assumed
n10791382906,-32.7754065,151.3384304,retail:wine,retail,1.0,Peterson House Premium Sparkling Wines,,,,0,2026,assumed
n4742578633,-32.7971502,151.3636705,tourism:attraction,tourism,1.1,Lion,,,,0,2026,assumed
n4742578646,-32.7965442,151.3633496,tourism:attraction,tourism,1.1,American Alligator,,,,0,2026,assumed
n4742578647,-32.7962636,151.3633496,tourism:attraction,tourism,1.1,American Alligator,,,,0,2026,assumed
n4742578648,-32.7962244,151.3636644,tourism:attraction,tourism,1.1,American Alligator,,,,0,2026,assumed
n4742578659,-32.7969801,151.3627793,tourism:attraction,tourism,1.1,Ostrich,,,,0,2026,assumed
n4742578660,-32.7966853,151.3625238,tourism:attraction,tourism,1.1,Camel,,,,0,2026,assumed
n4742578661,-32.7963232,151.3628304,tourism:attraction,tourism,1.1,Water Birds,,,,0,2026,assumed
n4742578662,-32.7967954,151.3627368,tourism:attraction,tourism,1.1,Deer,,,,0,2026,assumed
n4742578678,-32.7960322,151.3635102,tourism:attraction,tourism,1.1,Crab Eating Macaque,,,,0,2026,assumed
n4742578689,-32.7961168,151.3633541,tourism:attraction,tourism,1.1,Spectacled Flying Fox,,,,0,2026,assumed
n4742578692,-32.7960335,151.3633718,tourism:attraction,tourism,1.1,Marmoset,,,,0,2026,assumed
n4742578704,-32.796116,151.3632001,tourism:attraction,tourism,1.1,Malayan Tapir,,,,0,2026,assumed
n4742579831,-32.7959948,151.3631987,tourism:attraction,tourism,1.1,Capuchin,,,,0,2026,assumed
n4742579832,-32.795974,151.3630406,tourism:attraction,tourism,1.1,Spider Monkey,,,,0,2026,assumed
n4742579836,-32.7958157,151.3626625,tourism:attraction,tourism,1.1,Kangaroos,,,,0,2026,assumed
n4742579842,-32.7971468,151.3630473,tourism:attraction,tourism,1.1,Maned Wolf,,,,0,2026,assumed
